car,varient,km,fuel,transmission,registration,price,location
2017 Hyundai Grand i10, SPORTZ (O) 1.2 KAPPA VTVT,"95,802 km",Petrol,Manual,PB-70,₹3.01 lakh,chandigarh
2017 Maruti Vitara Brezza, ZDI PLUS,"4,50,000 km",Diesel,Manual,HR-26,₹4.50 lakh,chandigarh
2016 Maruti Ciaz, VXI+,"98,134 km",Petrol,Manual,HR-03,₹3.46 lakh,chandigarh
2015 Mahindra XUV500, W10,"89,317 km",Diesel,Manual,CH-01,₹4.84 lakh,chandigarh
2022 Tata Harrier, XTA PLUS 2.0L KRYOTEC DARK EDITION,"38,400 km",Diesel,Auto,CH-01,₹15.24 lakh,chandigarh
2022 Mahindra XUV300, W8 (O) 1.2 PETROL AMT,"23,172 km",Petrol,Auto,PB-65,₹9.00 lakh,chandigarh
2016 Mahindra TUV300, T8,"1,38,000 km",Diesel,Manual,PB-65,₹4.50 lakh,chandigarh
2019 Volkswagen Polo, HIGHLINE PLUS 1.0 16 ALLOY,"72,460 km",Petrol,Manual,CH-01,₹4.72 lakh,chandigarh
2018 Tata TIGOR, XZ DIESEL,"1,27,908 km",Diesel,Manual,HR-01,₹3.34 lakh,chandigarh
2019 Ford Figo Aspire, TITANIUM 1.2 PETROL,"58,133 km",Petrol,Manual,HP-17,₹3.54 lakh,chandigarh
2019 Maruti Alto, LXI,"20,924 km",Petrol,Manual,HR-85,₹2.94 lakh,chandigarh
2017 Maruti S Cross, DELTA 1.3,"89,593 km",Diesel,Manual,PB-11,₹4.40 lakh,chandigarh
2021 Maruti Vitara Brezza, VXI,"52,324 km",Petrol,Manual,HR-03,₹6.20 lakh,chandigarh
2012 Hyundai Eon, SPORTZ,"1,28,328 km",Petrol,Manual,RJ-19,₹1.00 lakh,chandigarh
2016 Hyundai Creta, SX 1.6 DIESEL,"1,55,864 km",Diesel,Manual,HR-01,₹6.16 lakh,chandigarh
2023 Tata NEXON, XE PETROL,"85,756 km",Petrol,Manual,HR-07,₹5.75 lakh,chandigarh
2015 Maruti Swift, VXI,"70,000 km",Petrol,Manual,PB-65,₹3.92 lakh,chandigarh
2014 Maruti Ciaz, ZDI,"99,283 km",Diesel,Manual,HR-01,₹3.08 lakh,chandigarh
2022 Maruti S PRESSO, VXI (O),"10,555 km",Petrol,Manual,UK-08,₹3.31 lakh,chandigarh
2011 Tata Safari, 4X2 LX DICOR,"1,20,038 km",Diesel,Manual,HR-26,₹1.24 lakh,chandigarh
2017 Honda City, 1.5L I-VTEC VX,"90,043 km",Petrol,Manual,HR-10,₹5.32 lakh,chandigarh
2016 Honda Amaze, 1.2L I-VTEC S,"72,000 km",Petrol,Manual,HR-51,₹2.95 lakh,chandigarh
2017 Ford Ecosport, TITANIUM 1.5L DIESEL,"1,41,436 km",Diesel,Manual,PB-19,₹4.15 lakh,chandigarh
2015 Mahindra XUV500, W8,"1,04,973 km",Diesel,Manual,HR-70,₹4.07 lakh,chandigarh
2023 Hyundai VENUE, S 1.2,"66,731 km",Petrol,Manual,HR-06,₹6.50 lakh,chandigarh
2017 Maruti Baleno, DELTA PETROL 1.2,"1,10,161 km",Petrol,Manual,PB-65,₹4.07 lakh,chandigarh
2023 KIA SELTOS, HTK PLUS 1.5 DIESEL IMT,"40,054 km",Diesel,Manual,PB-65,₹12.04 lakh,chandigarh
2015 Hyundai Creta, SX 1.6 DIESEL,"1,37,664 km",Diesel,Manual,HR-01,₹5.00 lakh,chandigarh
2015 Hyundai Creta, SX 1.6 DIESEL,"1,87,959 km",Diesel,Manual,HR-36,₹5.00 lakh,chandigarh
2015 Mahindra XUV500, W8,"82,128 km",Diesel,Manual,HR-52,₹4.01 lakh,chandigarh
2016 Maruti Ciaz, ZDI+ SHVS,"1,33,248 km",Diesel,Manual,CH-01,₹4.12 lakh,chandigarh
2025 Honda Amaze, 1.2L I-VTEC VX,"2,900 km",Petrol,Manual,PB-70,₹8.11 lakh,chandigarh
2017 Maruti IGNIS, DELTA 1.2,"72,763 km",Petrol,Manual,CH-01,₹3.21 lakh,chandigarh
2021 Maruti XL6, ZETA MT,"81,499 km",Petrol,Manual,PB-70,₹8.51 lakh,chandigarh
2017 Hyundai Elite i20, ASTA 1.4 CRDI,"1,04,518 km",Diesel,Manual,HP-63,₹3.93 lakh,chandigarh
2012 Volkswagen Jetta, COMFORTLINE TDI,"95,899 km",Diesel,Manual,HR-51,₹3.83 lakh,chandigarh
2020 Ford Ecosport, TITANIUM 1.5L THUNDER EDTION DIESEL,"1,44,883 km",Diesel,Manual,PB-70,₹6.50 lakh,chandigarh
2017 Tata Hexa, XT 4X2 6 STR,"1,11,484 km",Diesel,Manual,HR-01,₹6.78 lakh,chandigarh
2022 Hyundai GRAND I10 NIOS, SPORTZ 1.2 KAPPA VTVT,"32,440 km",Petrol,Manual,PB-65,₹5.27 lakh,chandigarh
2023 Tata ALTROZ, XM PLUS SUNROOF,"18,192 km",Petrol,Manual,PB-70,₹6.39 lakh,chandigarh
2015 Toyota Etios, VD,"99,622 km",Diesel,Manual,HR-60,₹2.96 lakh,chandigarh
2012 Maruti Ertiga, VDI,"1,88,061 km",Diesel,Manual,CH-01,₹2.98 lakh,chandigarh
2021 MG HECTOR, SUPER 2.0 DIESEL,"1,99,323 km",Diesel,Manual,CH-01,₹8.50 lakh,chandigarh
2014 Honda CRV, 2.4L 2WD AT,"1,02,690 km",Petrol,Auto,CH-01,₹5.21 lakh,chandigarh
2021 Maruti Baleno, DELTA PETROL 1.2,"26,519 km",Petrol,Manual,HP-06,₹5.71 lakh,chandigarh
2015 Hyundai Creta, S PLUS 1.4 DIESEL,"1,18,005 km",Diesel,Manual,HR-01,₹4.48 lakh,chandigarh
2018 Maruti Vitara Brezza, VDI,"1,36,142 km",Diesel,Manual,CH-01,₹5.20 lakh,chandigarh
2019 Hyundai VENUE, SX 1.0 (O) TURBO,"1,83,800 km",Petrol,Manual,HR-32,₹6.57 lakh,chandigarh
2021 Maruti S PRESSO, VXI CNG,"73,201 km",Petrol,Manual,HP-24,₹3.50 lakh,chandigarh
2020 Hyundai Creta, SX 1.5 PETROL,"74,046 km",Petrol,Manual,JK-02,₹10.00 lakh,chandigarh
2018 Honda WR-V, 1.2L I-VTEC S MT,"77,675 km",Petrol,Manual,HP-52,₹4.12 lakh,chandigarh
2018 Maruti S Cross, SIGMA 1.3,"2,73,601 km",Diesel,Manual,HR-78,₹3.50 lakh,chandigarh
2017 BMW X1, XDRIVE20D M SPORT,"90,000 km",Diesel,Auto,HP-33,₹12.00 lakh,chandigarh
2018 Mahindra XUV500, W9,"1,38,547 km",Diesel,Manual,HP-07,₹8.34 lakh,chandigarh
2023 Hyundai Creta, SX (O) IVT 1.5 PETROL,"23,800 km",Petrol,Auto,23-BH,₹14.65 lakh,chandigarh
2022 MG HECTOR, SHARP 2.0 DIESEL,"1,18,224 km",Diesel,Manual,HR-06,₹14.93 lakh,chandigarh
2016 Mahindra Scorpio, S6 PLUS 1.99,"1,33,218 km",Diesel,Manual,HR-36,₹6.90 lakh,chandigarh
2024 Maruti Ertiga, VXi (O),"61,474 km",Petrol,Manual,PB-27,₹9.02 lakh,chandigarh
2024 Mahindra XUV700, AX 7 LUXURY P AT 7 STR,"8,966 km",Petrol,Auto,HR-01,₹24.00 lakh,chandigarh
2024 Mahindra SCORPIO-N, Z4 DIESEL AT 2WD 7 STR,"35,727 km",Diesel,Auto,PB-65,₹16.44 lakh,chandigarh
2024 MG ASTOR, Select 1.5 CVT (Ivory),"11,759 km",Petrol,Auto,CH-01,₹13.40 lakh,chandigarh
2022 Skoda KUSHAQ, MONTE CARLO 1.5L TSI DSG,"51,000 km",Petrol,Auto,PB-65,₹15.03 lakh,chandigarh
2019 Mahindra XUV500, W11 AT,"75,503 km",Diesel,Auto,HR-70,₹9.00 lakh,chandigarh
2022 Skoda SLAVIA, AMBITION 1.0L TSI MT,"45,394 km",Petrol,Manual,CH-01,₹8.50 lakh,chandigarh
2024 Tata Tiago, XZA PLUS PETROL,"20,472 km",Petrol,Auto,PB-65,₹6.75 lakh,chandigarh
2018 Ford Ecosport, TITANIUM + 1.5L PETROL AT,"87,807 km",Petrol,Auto,CH-01,₹5.26 lakh,chandigarh
2023 KIA CARENS, PRESTIGE 1.5 PETROL 7 STR,"1,85,643 km",Petrol,Manual,HR-23,₹8.53 lakh,chandigarh
2022 Hyundai Creta, SX 1.5 PETROL,"48,471 km",Petrol,Manual,HP-12,₹10.63 lakh,chandigarh
2022 Jeep WRANGLER, RUBICON,"44,680 km",Petrol,Auto,CH-01,₹48.00 lakh,chandigarh
2021 KIA SELTOS, HTK PLUS 1.5,"69,196 km",Petrol,Manual,CH-01,₹8.20 lakh,chandigarh
2019 KIA SELTOS, HTX PLUS 1.5 DIESEL,"1,03,138 km",Diesel,Manual,PB-21,₹10.50 lakh,chandigarh
2022 Mahindra Thar, LX D 4WD AT CONVERTIBLE,"41,561 km",Diesel,Auto,HR-87,₹12.18 lakh,chandigarh
2022 Hyundai ALCAZAR, 1.5 PRESTIGE EXE 7S,"55,524 km",Diesel,Manual,CH-01,₹13.27 lakh,chandigarh
2016 Maruti S Cross, ZETA 1.3,"1,43,470 km",Diesel,Manual,HR-01,₹3.83 lakh,chandigarh
2022 MG ASTOR, SAVVY 1.5 CVT,"25,500 km",Petrol,Auto,HR-08,₹10.00 lakh,chandigarh
2011 Audi Q5, 2.0 TDI QUATTRO,"1,60,631 km",Diesel,Auto,CH-01,₹7.11 lakh,chandigarh
2013 Audi Q3, 2.0 TDI QUATTRO,"1,32,626 km",Diesel,Auto,CH-01,₹6.54 lakh,chandigarh
2024 Mahindra XUV700, AX 5 D AT 7 STR,"41,732 km",Diesel,Auto,PB-39,₹19.31 lakh,chandigarh
2016 Honda Jazz, 1.2L I-VTEC V AT,"88,047 km",Petrol,Auto,HR-26,₹3.44 lakh,chandigarh
2022 Hyundai ALCAZAR, 1.5 SIGNATURE (O) AT 6STR,"84,685 km",Diesel,Auto,HR-33,₹12.00 lakh,chandigarh
2012 Toyota Innova, 2.5 G 7 STR,"2,34,538 km",Diesel,Manual,HR-26,₹3.60 lakh,chandigarh
2021 Honda Amaze, 1.2L I-VTEC V CVT,"62,803 km",Petrol,Auto,HR-01,₹6.51 lakh,chandigarh
2023 Maruti FRONX, ALPHA 1.0 TURBO MT,"53,791 km",Petrol,Manual,HR-85,₹9.33 lakh,chandigarh
2024 Volkswagen VIRTUS, GT PLUS TSI 1.5 EVO DSG,"21,321 km",Petrol,Auto,CH-01,₹16.00 lakh,chandigarh
2018 Maruti Vitara Brezza, ZDI AMT,"1,20,584 km",Diesel,Auto,CH-01,₹5.91 lakh,chandigarh
2016 Mercedes Benz GLE, 250 D4 MATIC,"1,60,986 km",Diesel,Auto,CH-01,₹18.50 lakh,chandigarh
2018 Mahindra ALTURAS G4, 4WD AT,"44,000 km",Diesel,Auto,PB-65,₹13.99 lakh,chandigarh
2021 Ford Endeavour, SPORT 2.0 4X4 AT,"86,150 km",Diesel,Auto,UP-14,₹25.98 lakh,chandigarh
2011 Toyota Fortuner, 3.0 4X4 MT,"97,882 km",Diesel,Manual,HR-23,₹6.78 lakh,chandigarh
2021 Jeep Compass, MODEL S (O) DIESEL 4X4 AT,"90,100 km",Diesel,Auto,CH-01,₹15.50 lakh,chandigarh
2016 Toyota Innova, 2.5 GX 7 STR,"91,791 km",Diesel,Manual,CH-01,₹7.77 lakh,chandigarh
2021 Tata Safari, XZA PLUS,"59,596 km",Diesel,Auto,PB-65,₹15.50 lakh,chandigarh
2021 Tata Harrier, XZA PLUS 2.0L,"16,00,000 km",Diesel,Auto,CH-01,₹14.50 lakh,chandigarh
2024 Tata ALTROZ, XZ + SUNROOF,"10,500 km",Petrol,Manual,HP-09,₹7.50 lakh,chandigarh
2020 Mahindra MARAZZO, M 6 + 7 STR,"1,19,677 km",Diesel,Manual,CH-01,₹7.50 lakh,chandigarh
2021 Tata Harrier, XT PLUS 2.0L KRYOTEC,"1,07,156 km",Diesel,Manual,CH-01,₹12.44 lakh,chandigarh
2023 KIA SELTOS,  HTX 1.5 DIESEL AT,"57,000 km",Diesel,Auto,PB-49,₹15.00 lakh,chandigarh
2016 Maruti Vitara Brezza, VDI (O),"2,01,585 km",Diesel,Manual,HR-03,₹4.20 lakh,chandigarh
2022 Jeep Compass, LIMITED (O) 2.0 DIESEL,"48,403 km",Diesel,Manual,HP-80,₹16.00 lakh,chandigarh
2023 Audi A6, 45 TFSI PREMIUM PLUS,"42,172 km",Petrol,Auto,CH-01,₹58.58 lakh,chandigarh
2021 MG HECTOR PLUS, SHARP 1.5 PETROL TURBO DCT 6-STR,"56,000 km",Petrol,Auto,CH-01,₹17.05 lakh,chandigarh
2021 Tata Harrier, XZ PLUS 2.0L DARK EDITION,"1,47,270 km",Diesel,Manual,CH-01,₹11.00 lakh,chandigarh
2019 Tata Harrier, XZ 2.0L,"1,03,036 km",Diesel,Manual,PB-29,₹9.20 lakh,chandigarh
2016 Maruti Baleno, SIGMA PETROL 1.2,"1,28,629 km",Petrol,Manual,HR-01,₹3.10 lakh,chandigarh
2016 Maruti Wagon R 1.0, LXI CNG,"95,775 km",Petrol,Manual,HR-98,₹2.00 lakh,chandigarh
2016 Mahindra Kuv100, K8 D 5 STR,"85,512 km",Diesel,Manual,PB-23,₹2.72 lakh,chandigarh
2014 Maruti Swift, ZXI,"82,540 km",Petrol,Manual,TN-11,₹3.60 lakh,coimbatore
2017 Maruti Swift, VXI,"62,228 km",Petrol,Manual,TN-13,₹4.11 lakh,coimbatore
2021 Maruti Swift, ZXI,"72,301 km",Petrol,Manual,TN-02,₹5.24 lakh,coimbatore
2018 Hyundai Eon, MAGNA +,"58,957 km",Petrol,Manual,TN-19,₹2.51 lakh,coimbatore
2016 Honda City, 1.5L I-DTEC V,"1,12,090 km",Diesel,Manual,TN-14,₹4.35 lakh,coimbatore
2023 Tata ALTROZ, XZ PLUS DIESEL,"10,521 km",Diesel,Manual,TN-09,₹7.06 lakh,coimbatore
2024 Nissan MAGNITE, XV MT,"18,365 km",Petrol,Manual,TN-02,₹6.09 lakh,coimbatore
2016 Hyundai i20 Active, 1.2 S,"49,644 km",Petrol,Manual,TN-05,₹4.83 lakh,coimbatore
2022 Tata ALTROZ, XT PETROL,"21,366 km",Petrol,Manual,TN-18,₹5.48 lakh,coimbatore
2013 Maruti Alto K10, VXI,"41,838 km",Petrol,Manual,TN-09,₹2.04 lakh,coimbatore
2019 Mahindra TUV300, T10,"32,275 km",Diesel,Manual,TN-22,₹7.30 lakh,coimbatore
2012 Maruti Alto 800, LXI,"1,39,471 km",Petrol,Manual,TN-57,₹1.66 lakh,coimbatore
2019 Maruti S Cross, ALPHA 1.3,"74,031 km",Diesel,Manual,TN-39,₹7.62 lakh,coimbatore
2023 Hyundai NEW I20, Sportz 1.2 IVT,"44,264 km",Petrol,Auto,TN-82,₹6.76 lakh,coimbatore
2013 Hyundai Eon, MAGNA +,"1,36,557 km",Petrol,Manual,TN-59,₹1.84 lakh,coimbatore
2023 Renault Kwid, CLIMBER MT 1.0,"46,846 km",Petrol,Manual,TN-48,₹4.08 lakh,coimbatore
2016 Honda City, 1.5L I-VTEC VX CVT,"84,551 km",Petrol,Auto,TN-13,₹5.18 lakh,coimbatore
2018 Datsun Redi Go, T (O),"61,237 km",Petrol,Manual,TN-51,₹2.21 lakh,coimbatore
2020 Tata NEXON, XM SUNROOF PETROL,"92,790 km",Petrol,Manual,TN-18,₹5.43 lakh,coimbatore
2017 Renault Kwid, RXL 1.0 AMT,"55,504 km",Petrol,Auto,TN-81,₹2.80 lakh,coimbatore
2017 Maruti Wagon R 1.0, VXI (O) AMT,"60,978 km",Petrol,Auto,TN-12,₹3.29 lakh,coimbatore
2019 KIA SELTOS, HTK PLUS 1.5 DIESEL,"68,348 km",Diesel,Manual,TN-13,₹8.75 lakh,coimbatore
2013 Skoda Rapid, ELEGANCE 1.6 MPI AT,"82,139 km",CNG,Auto,TN-01,₹2.74 lakh,coimbatore
2017 Hyundai Grand i10, SPORTZ 1.2 KAPPA VTVT,"1,00,173 km",Petrol,Manual,TN-59,₹3.83 lakh,coimbatore
2020 Maruti Dzire, LXI,"61,072 km",Petrol,Manual,TN-91,₹5.20 lakh,coimbatore
2016 Datsun Redi Go, S,"95,733 km",Petrol,Manual,TN-92,₹1.67 lakh,coimbatore
2015 Nissan Terrano, XL D PLUS,"95,674 km",Diesel,Manual,TN-23,₹3.45 lakh,coimbatore
2015 Ford Ecosport, TREND 1.5L DIESEL,"1,07,655 km",Diesel,Manual,TN-39,₹3.70 lakh,coimbatore
2018 Tata Tiago, XT PETROL,"66,030 km",Petrol,Manual,TN-18,₹3.74 lakh,coimbatore
2018 Maruti Vitara Brezza, VDI,"76,770 km",Diesel,Manual,TN-14,₹6.11 lakh,coimbatore
2019 Hyundai NEW SANTRO, SPORTZ MT,"76,162 km",Petrol,Manual,TN-93,₹3.64 lakh,coimbatore
2019 Skoda Rapid, AMBITION 1.6 MPI MT,"1,38,056 km",Petrol,Manual,TN-05,₹4.75 lakh,coimbatore
2021 KIA SONET, GTX PLUS 1.0 DCT,"17,589 km",Petrol,Auto,TN-13,₹8.52 lakh,coimbatore
2021 Renault Duster, RXS 1.5 PETROL MT,"37,689 km",Petrol,Manual,TN-70,₹6.60 lakh,coimbatore
2017 Ford Ecosport, TITANIUM 1.5L PETROL,"1,22,911 km",Petrol,Manual,TN-39,₹4.28 lakh,coimbatore
2018 Volkswagen Polo, HIGHLINE PLUS 1.0 16 ALLOY,"1,11,170 km",Petrol,Manual,TN-47,₹5.06 lakh,coimbatore
2015 Nissan Terrano, XL D PLUS,"1,07,493 km",Diesel,Manual,TN-02,₹3.80 lakh,coimbatore
2022 Maruti S PRESSO, VXI (O),"15,424 km",Petrol,Manual,TN-58,₹3.66 lakh,coimbatore
2018 Maruti Dzire, ZXI PLUS AMT,"1,32,161 km",Petrol,Auto,TN-39,₹4.55 lakh,coimbatore
2015 Ford Ecosport, TITANIUM 1.5L PETROL AT,"97,618 km",Petrol,Auto,TN-37,₹4.15 lakh,coimbatore
2023 Mahindra Thar, LX D 4WD MT CONVERTIBLE,"73,108 km",Diesel,Manual,TN-70,₹12.26 lakh,coimbatore
2013 Maruti Swift Dzire, ZDI,"1,26,838 km",Diesel,Manual,TN-20,₹3.85 lakh,coimbatore
2017 Skoda Rapid, STYLE 1.5 TDI AT,"87,437 km",Diesel,Auto,TN-03,₹6.13 lakh,coimbatore
2023 Tata NEXON, XZ PLUS PETROL SUNROOF DARK EDITION,"9,627 km",Petrol,Manual,TN-23,₹9.54 lakh,coimbatore
2023 KIA SONET, GTX PLUS 1.5 IMT,"17,250 km",Diesel,Manual,TN-09,₹12.29 lakh,coimbatore
2019 Tata NEXON, XZ PLUS PETROL DUAL TONE,"57,266 km",Petrol,Manual,TN-59,₹6.08 lakh,coimbatore
2016 Volkswagen Vento, HIGHLINE PETROL AT,"1,21,165 km",Petrol,Auto,TN-09,₹4.41 lakh,coimbatore
2014 Maruti Celerio, VXI AMT,"67,538 km",Petrol,Auto,TN-07,₹3.30 lakh,coimbatore
2017 Hyundai Elite i20, ASTA 1.2,"54,347 km",Petrol,Manual,TN-06,₹5.10 lakh,coimbatore
2014 Nissan Terrano, XL (D),"1,94,271 km",Diesel,Manual,TN-66,₹4.10 lakh,coimbatore
2023 Nissan MAGNITE, XE,"28,154 km",Petrol,Manual,TN-88,₹5.71 lakh,coimbatore
2011 Volkswagen Vento, HIGHLINE DIESEL 1.6,"1,55,404 km",Diesel,Manual,TN-38,₹2.39 lakh,coimbatore
2013 Hyundai Verna, FLUIDIC 1.6 CRDI EX,"1,03,004 km",Diesel,Manual,KL-49,₹2.31 lakh,coimbatore
2022 Tata PUNCH, ADVENTURE MT,"34,059 km",Petrol,Manual,TN-70,₹5.79 lakh,coimbatore
2012 Chevrolet Beat, LS PETROL,"55,589 km",Petrol,Manual,ML-05,₹0.68 lakh,coimbatore
2012 Ford Figo, TITANIUM 1.2 PETROL,"1,42,840 km",Petrol,Manual,TN-09,₹1.37 lakh,coimbatore
2013 Honda Amaze, 1.2L I-VTEC VX AT,"93,761 km",Petrol,Auto,TN-38,₹2.90 lakh,coimbatore
2012 Maruti Alto K10, VXI,"1,29,668 km",Petrol,Manual,TN-78,₹1.89 lakh,coimbatore
2019 Datsun Redi Go, A,"22,954 km",Petrol,Manual,TN-38,₹2.09 lakh,coimbatore
2014 Hyundai Eon, MAGNA +,"82,587 km",Petrol,Manual,TN-37,₹2.07 lakh,coimbatore
2006 Hyundai Santro Xing, XE,"90,231 km",Petrol,Manual,TN-33,₹1.00 lakh,coimbatore
2020 Datsun Redi Go, T,"69,273 km",Petrol,Manual,TN-29,₹2.17 lakh,coimbatore
2013 Volkswagen Polo, COMFORTLINE 1.2L,"1,00,000 km",Diesel,Manual,TN-66,₹3.00 lakh,coimbatore
2024 Toyota RUMION, V AT ,"13,270 km",Petrol,Auto,TN-37,₹15.67 lakh,coimbatore
2018 Renault Kwid, RXT 0.8,"78,763 km",Petrol,Manual,TN-10,₹2.78 lakh,coimbatore
2011 Chevrolet Cruze, LT,"1,10,793 km",Diesel,Manual,KL-01,₹2.03 lakh,coimbatore
2014 Hyundai Grand i10, MAGNA 1.2 KAPPA VTVT,"79,698 km",Petrol,Manual,TN-07,₹2.85 lakh,coimbatore
2010 Maruti Ritz, VXI,"1,01,885 km",Petrol,Manual,TN-22,₹1.94 lakh,coimbatore
2021 Tata TIGOR, XM PETROL,"43,417 km",Petrol,Manual,TN-37,₹5.07 lakh,coimbatore
2013 Maruti Ritz, VDI,"58,458 km",Diesel,Manual,TN-38,₹3.05 lakh,coimbatore
2016 Maruti Swift, VXI,"1,06,864 km",Petrol,Manual,MH-05,₹3.77 lakh,coimbatore
2019 Skoda Rapid, AMBITION 1.5 TDI AT,"2,40,321 km",Diesel,Auto,TN-38,₹6.17 lakh,coimbatore
2012 Maruti Wagon R 1.0, VXI,"56,000 km",Petrol,Manual,TN-66,₹2.73 lakh,coimbatore
2021 Tata NEXON, XM SUNROOF PETROL,"39,736 km",Petrol,Manual,TN-38,₹6.85 lakh,coimbatore
2012 Maruti Swift Dzire, VXI,"1,42,086 km",Petrol,Manual,TN-37,₹3.65 lakh,coimbatore
2011 Tata Manza, AQUA QUADRAJET,"1,56,800 km",Diesel,Manual,TN-37,₹1.71 lakh,coimbatore
2017 Tata Tiago, XZ PETROL,"1,19,978 km",Petrol,Manual,TN-64,₹3.40 lakh,coimbatore
2012 Volkswagen Polo, TRENDLINE 1.2L DIESEL,"1,53,905 km",Diesel,Manual,TN-38,₹3.15 lakh,coimbatore
2012 Maruti Wagon R 1.0, VXI,"86,000 km",Petrol,Manual,TN-21,₹2.37 lakh,coimbatore
2020 Renault TRIBER, RXT AMT,"70,212 km",Petrol,Auto,TN-55,₹5.55 lakh,coimbatore
2012 Skoda Fabia, AMBITION 1.2 TDI,"1,19,079 km",Diesel,Manual,TN-58,₹1.91 lakh,coimbatore
2017 Honda WR-V, 1.5L I-DTEC VX MT,"1,60,157 km",Diesel,Manual,TN-66,₹6.29 lakh,coimbatore
2014 Ford Ecosport, TITANIUM 1.5L PETROL AT,"74,433 km",Petrol,Auto,TN-37,₹5.03 lakh,coimbatore
2021 Toyota Glanza, G,"77,339 km",Petrol,Manual,TN-37,₹6.13 lakh,coimbatore
2020 Maruti Vitara Brezza, VXI,"72,038 km",Petrol,Manual,TN-43,₹7.03 lakh,coimbatore
2022 Hyundai VENUE, SX PLUS 1.0 TURBO DCT,"19,502 km",Petrol,Auto,TN-14,₹9.80 lakh,coimbatore
2015 Maruti Wagon R 1.0, VXI AMT,"95,906 km",Petrol,Auto,TN-43,₹3.12 lakh,coimbatore
2018 Jeep Compass, LIMITED (O) 1.4 PETROL AT,"77,000 km",Petrol,Auto,TN-07,₹7.00 lakh,coimbatore
2013 Maruti Swift Dzire, VXI,"85,305 km",Petrol,Manual,TN-12,₹3.20 lakh,coimbatore
2021 Honda Amaze, 1.2L I-VTEC VX CVT,"98,791 km",Petrol,Auto,TN-37,₹6.50 lakh,coimbatore
2022 Tata ALTROZ, XT PETROL,"61,218 km",Petrol,Manual,TN-37,₹6.25 lakh,coimbatore
2019 Tata NEXON, XZA PLUS PETROL,"72,156 km",Petrol,Auto,TN-38,₹6.65 lakh,coimbatore
2014 Ford Ecosport, AMBIENTE 1.5L DIESEL,"1,11,874 km",Diesel,Manual,TN-66,₹3.58 lakh,coimbatore
2017 Maruti IGNIS, ALPHA 1.2 DUAL TONE,"46,941 km",Petrol,Manual,TN-37,₹5.26 lakh,coimbatore
2022 Maruti Swift, VXI,"27,756 km",Petrol,Manual,TN-38,₹6.77 lakh,coimbatore
2017 Maruti IGNIS, DELTA 1.2,"1,61,891 km",Petrol,Manual,TN-45,₹3.77 lakh,coimbatore
2017 Hyundai Creta, S PLUS 1.4 DIESEL,"1,96,457 km",Diesel,Manual,TN-38,₹7.50 lakh,coimbatore
2017 Hyundai Creta, SX PLUS 1.6 PETROL,"1,45,622 km",Diesel,Manual,KA-03,₹7.08 lakh,coimbatore
2023 Tata Tiago, XZA PLUS PETROL,"18,500 km",Petrol,Auto,TN-38,₹7.04 lakh,coimbatore
2011 Maruti Eeco, 5 STR WITH A/C+HTR,"1,11,563 km",Petrol,Manual,TN-57,₹2.56 lakh,coimbatore
2019 Hyundai Creta, SX AT 1.6 PETROL,"36,909 km",Petrol,Auto,TN-38,₹11.20 lakh,coimbatore
2022 Mahindra XUV700, AX 7 LUXURY D MT 7 STR,"1,08,226 km",Diesel,Manual,TN-37,₹17.50 lakh,coimbatore
2011 Tata Aria, PLEASURE 4X2,"80,001 km",Diesel,Manual,TN-72,₹3.08 lakh,coimbatore
2018 Honda Amaze, 1.5L I-DTEC S,"1,15,000 km",Diesel,Manual,TN-19,₹5.75 lakh,coimbatore
2018 Ford FREESTYLE, TITANIUM 1.2 PETROL,"64,478 km",Petrol,Manual,TN-40,₹5.40 lakh,coimbatore
2012 Ford Endeavour, 2.5L 4X2 AT,"1,31,413 km",Diesel,Auto,TN-11,₹4.00 lakh,coimbatore
2016 Maruti Celerio, ZXI AMT,"95,836 km",Petrol,Auto,MP-12,₹3.36 lakh,coimbatore
2021 Maruti S Cross, ZETA 1.5,"19,989 km",Petrol,Manual,TN-06,₹7.38 lakh,coimbatore
2023 Tata ALTROZ,  XZ PLUS (S) ,"40,419 km",Diesel,Manual,TN-37,₹8.53 lakh,coimbatore
2016 Hyundai Grand i10, MAGNA AT 1.2 KAPPA VTVT,"32,380 km",Petrol,Auto,TN-37,₹4.68 lakh,coimbatore
2022 Skoda SLAVIA, STYLE 1.0L TSI AT,"44,541 km",Petrol,Auto,TN-42,₹10.75 lakh,coimbatore
2010 Honda Accord, 2.4L I-VTEC MT,"99,026 km",Petrol,Manual,TN-37,₹5.94 lakh,coimbatore
2023 Tata ALTROZ, XZA,"7,608 km",Petrol,Auto,TN-07,₹7.45 lakh,coimbatore
2012 Renault Fluence, 1.5 E2,"1,88,669 km",Diesel,Manual,TN-37,₹3.16 lakh,coimbatore
2016 Maruti S Cross, SIGMA 1.3,"1,54,771 km",Diesel,Manual,TN-06,₹4.82 lakh,coimbatore
2016 Hyundai Creta, SX PLUS 1.6 DIESEL,"1,33,393 km",Diesel,Manual,TN-83,₹7.50 lakh,coimbatore
2021 Mahindra XUV700, AX 7 LUXURY P AT 7 STR,"16,50,000 km",Petrol,Auto,TN-66,₹15.95 lakh,coimbatore
2023 Hyundai VENUE, SX (O) 1.0 TURBO DCT,"11,347 km",Petrol,Auto,TN-37,₹11.00 lakh,coimbatore
2021 Jeep Compass, MODEL S (O) 2.0 DIESEL,"30,000 km",Diesel,Manual,TN-38,₹19.00 lakh,coimbatore
